"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Fast & Furious","kairingler","8 July 2013","with these movies coming out to the theatre every other year now, and now I just looked on this site fast n furious 7 2014. I need to catch up with the series. Paul Walker returns with Vin Diesel along with Michelle rodriguez for #4. there are a lot more bad guys in this film I thought the idea of the Mexican drug cartel presented a few new ideas. there is lot's of action to be had here, the gasoline tanker's explosion,, the chases with all of the cars in the Mexican tunnels, with the chopper in pursuit of all of the vehicles. I like the idea of using the border as a character in the movie. because apparently you can only be tracked for so long either before or after you get across the border, I forget how that works. but there is lot's of good one liners in here for our characters to chew up, love all of the fast cars and the faster women,, although I wonder how many of these movies can they keep making,, don't get me wrong I like them very much, but at some point you have to sit back and say , I think we need something else.","7/10"
"Fast & Furious","breakdownthatfilm-blogspot-com","26 May 2014","After two films that strayed away from the very first that made the franchise popular, producers to The Fast and the Furious (2001) decided to finally bring back the original cast and big name stars. That was one of their best decisions that have been made. It's baffling to why they thought changing the cast would really benefit them in any way. All it does is create resent and a disconnect with the new characters. Fans don't appreciate that. However, this is not the only difference brought to this ongoing series. The original cast returns but the story changes. Oh yes, there's still an abundance racing cars but it's for a different reason.The story reunites Dominic Toretto (Vin Diesel) and Brian O'Connor (Paul Walker) again to help in the arrest of a Cartel who is secretly making drug shipments in and out of the border of Mexico. However, these events only happen under very coincidental circumstances. The writer behind this installment is Chris Morgan, the same man behind The Fast and Furious: Tokyo Drift (2006). Morgan's writing is articulated in a way that still incorporates racing but it's no longer about who's packing nitro next to their driver's seat anymore. That part, fans should enjoy and this is really its strongest element. However, what Morgan still can't accomplish is a narrative that is cohesive enough that makes sense in its continuity. Just why exactly was Tokyo Drift (2006) made if they planned on making a prequel to it 3 years later?Also, the character of Brian O'Conner is getting a tad redundant. He still lies and he drops the FBI after 2 Fast 2 Furious (2003), but now is working for the FBI of L.A. And this would be fine and all if he would stop being such a rule breaker. O'Conner just can't seem to follow the rules he swore to uphold. Why doesn't he just stop working for the FBI - it doesn't benefit him. Thankfully, O'Conner no longer has a love interest problem. He's stuck with Mia and that's it. Character wise, there aren't much of any new appearances except for the antagonists. Toretto is back along with his girlfriend Letty (Michelle Rodgriguez) and sister Mia (Jordana Brewster). The only character that makes a subtle change is Paul Walker at which most girls will think he's the next heartthrob. Instead of having wavy surfer hair and wearing casual clothing, he now has a tux and a straight crew cut. Yeah, I could see why.The action is still fierce too. Instead of collaborating frequently on the town alleyways, the driving sequences also expand to broader horizons with larger landscapes and less tar. It'll give the audience something new to look at instead of the neon high beams and flashing traffic lights. The special effects also conform well to their surroundings; nothing looks out of place. Lastly, the franchise has finally found a solid contender to compose a score and that is Brian Tyler. During some very sentimental scenes, Tyler is able to emphasize those moments with the right emotion. Yet, Tyler is still lacking a distinctive theme for this franchise, which is a shame. He is an accomplished composer. Overall, a better sequel than the last two.With the original cast back and a story that involves more than just fast cars, this installment starts to resurrect what it had going for it from the start. Its continuity nonetheless is a totally different issue that still needs addressing.","7/10"
"Fast & Furious","Bruce722","5 June 2013","Fast and Furious was a very good movie that had a darker and more serious tone than any of the prior films in the franchise. I loved seeing almost the entire original cast return and the amazing cars and impressive special effects that are a staple of the series return once again... granted, with a reduced emphasis on the cars themselves. The only real problem I had was that the continuity was broken a bit. *SPOILERS* Why, for example, is Paul Walker back in LA after the ending of 2 Fast 2 Furious? What happened to Tyrese's character? What happened to the rest of the crew from the original movie? These are not huge complaints but they did take away from the experience a bit. It's also evident that this film is a prequel to Tokyo Drift which was a little weird. Nonetheless, great film that is probably better than any of the prior ones other than the first of course.","9/10"
"Fast & Furious","callanvass","14 March 2014","Brian O'Conner is now working for the FBI on a thin leash, with no room for error. When Dom finds out that Letty was murdered, he sets all his morals aside to catch the people responsible. Not only that, but Dom is forced to accept help from the man who betrayed his trust, Brian O'Conner. I've seen this movie three times now, and it never fails to entertain me. After two sequels that weren't up to par with the first movie, they went all out to make sure this franchise was back on track. What better way to revitalize the series than with the return of Vin Diesel. He had a brief cameo at the end of Tokyo Drift, but this was his first movie since the first. I wouldn't call the plot fantastic or anything, but it definitely has more story to it than usual (IMO).The stakes are much higher emotionally. There are some legitimately good twists and turns in this movie as well. But we all know why we watch these movies, the action. Let me just say that they won't disappoint you. There are some exhilarating action sequences in this movie that don't give you time to breath. The opening scene is spectacular and the finale is excellent as well. It keeps the formula of fast cars, hot women, hunky guys, and rap music. I do have to say the action looked far more professional, continuing this trend in 5 & 6. My only carp about the action, is some shaky camera work at times. This is especially noticeable during an exciting foot race between Walker and a criminal. The performances won't win any Oscars, but they are a lot of fun to watch. Paul Walker's maturity shows as an actor at this juncture. He always had presence, but his performance is rock solid in this one. Vin Diesel isn't that great at emotion. He doesn't really do much when it comes to Letty's death like he should have, but he has plenty of charisma and screen presence. It was fun to see him paired with Walker once again. That p******s called Corona that you drink has gotta go though, bro. Craft beer is much tastier. Jordana Brewster does fine with what she had to do, but I felt her storyline with Walker wasn't explored enough. Michelle Rodriguez plays her part adequately as Letty. She had a jail term to serve, so I imagine that's why she was killed off. The villains are pretty weak in this one. They weren't that menacing in my opinion. The ending does a great job of jerking emotions from you. I have to give it creditThis is the definition of popcorn entertainment. If you want a thought provoking film, look elsewhere. If you want over a 100 minutes of exciting action that will make you go ""F yeah!"" this is your ticket. Action junkies will love this one. I know I did!8/10","8/10"
"Fast & Furious","trashgang","26 September 2013","Towards the end of Tokyo Drift (2006) we saw a Vin Diesel returning. People were eager to wait if he really was coming back and he finally did here in number 4. And it do returns to the end of part 2. They only mention Tokyo once at the beginning with Han (Sung Kang) but none of the other actors from that part are here to see except for Han.A return in fact to part 1 with Vin Diesel (Dominic Torreto) and Paul Walker (Brian O'Connor) in the main lead. The are teaming again together. From that moment we do see a classic Fast and Furious. Full of fast cars and chasing cars and of course here and there some nice chicks. The story was solid and gave people really what they want and not going to deep into the technical details of the cars like the first part or with clichés. Still, this is not for everybody but people who really love action with fast cars and a simple solid story they should pick up this franchise.Gore 0/5 Nudity 0/5 Effects 4/5 Story 3/5 Comedy 0/5","7/10"
"Fast & Furious","FlashCallahan","5 May 2014","When Dominic Toretto is informed that Letty was assassinated, he returns to Los Angeles to find her killer. His former friend and FBI agent Brian Conner is assigned to capture mysterious drug lord Braga that is looking for replacement drivers, working undercover as his courier, driving from Mexico to USA through the desert. Dominic discovers that Letty was working as a courier for Braga when she was killed and he decides to join his gang to find the killer......After the awful third movie, and the waning careers of the two leads, it was inevitable that this was eventually going to happen, and even though its lots and lots of fun, its bonkers beyond belief.Films like this are critic proof, they are all about fast cars, explosions, hot women and cool locations. Pretty much like a Michael Bay movie, but with taste.Diesel and Walker are not the best actors around, but their chemistry is undeniable, and they make a great pair. As with all sequels, they try to be bigger and better than the last one, and here it succeeds, because Lin knows these movies are ridiculous, so makes every set piece ridiculous also.So all in all, its a fine movie, totally off its rockers, but it knows it, and embraces it.","7/10"
"Fast & Furious","atinder","24 July 2013","This movie had in from first moment, I loved the start of Second movie but the start this incredible. The effect in that scenes were mind blowing and some very intense moment and already had me on the edge of seat Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation, While Dominic not in nice place as His girlfriends died in a race Someone was blame and it will hurt get rid of anyone that gets in is way and he is also on run from the police well. I found this one ever more enjoyable then first 2 in the movie, I did skip 3rd one as I going watch that after number Fast 6 or 7 , it won't be soon lol The way they ending the movie, WFT , NOO!, Don't end there! 8 out of 10 great movie","8/10"
"Fast & Furious","lesleyharris30","17 June 2013","Fast And Furious is a great movie with a well developed storyline that takes the Fast and the Furious franchise back to where it belongs.They clearly realize that these movies are better off with the same people,in the second one it was only Paul Walker with a main role and in the third the cast is completely different.I found this one much better,even better than the first in my opinion,it seems more mature and focuses more on a good story rather than just good car chases,don't worry though,there's plenty of time for that as well.Clearly the Fast and Furious movies can only continue with Vin Diesel and Paul Walker,and from this one forward they realize that,and the fifth only improves.Fans of the first Fast and Furious will be very pleased with this installment.Brian O'Connor is back working with the FBI in LA and reunites with Dominic to investigate a murder.","8/10"
"Fast & Furious","zardoz-13","30 April 2011","High-octane driving, treacherous villains, challenging predicaments and life and death stakes fuel the fourth entry in ""The Fast and the Furious"" film franchise. This fast-wheels and sexy-sirens series spun out of control after the Dom-less sophomore entry ""2 Fast 2 Furious"" then regained momentary traction with ""The Fast and the Furious: Tokyo Drift."" Nevertheless, the third escapade lacked Dom and Brian but held up strictly because it was fresher than the second one. Life is back in the right land and hings careening into the home stretch with ""Fast & Furious."" Brawny Vin Diesel is back full-time in this one after a cameo in the previous outing. Paul Walker reprises his role as FBI Agent Brian O'Connor who is as smooth with his lies as he is with his cars. Indeed, two other originals encore, principally Michelle Rodriguez and Jordana Brewster. The chief problems with ""Fast & Furious"" are its formula sequelitis and its unbelievable storytelling. Like most standard sequels, one of the originals has to bite the dust to keep things exciting and this time around it is bad girl Michelle, but she goes out for a good cause. You don't expect a ""Fast and Furious"" movie to be credible, but the use of the caves as a smuggler's highway through mountains stretches things to blow-out point. The way that the drivers haul booty through these claustrophobic spaces may be hair-raising as hell but it is also terribly unrealistic. Like the previous entry, director Justin Lin and scenarist Chris Morgan strut their best stuff during the first 30 minutes while the last quarter hour suffers. The ending will leave you looking fora fifth sequel. This is the first time that Dom and Brian, who were pitted against each other in ""The Fast and the Furious,"" square off again and Morgan answers the question as to why the FBI guy let the gearhead go.""Fast & Furious"" opens with an action set-piece that director Justin Lin and scenarist Chris Morgan cannot top. Protagonists Dominic Toretto (Vin Diesel of ""The Pacificer"") and Letty Ortiz (Michelle Rodriguez of ""Girlfight"")are stealing gasoline tanker cars from a lone trucker in the Dominician Republic. Thief is no picnic for the principals. Dom runs interference while Letty, equipped with a canister of dry ice, freezes the coupling devices holding the tanker cars together so that their accomplices can whirl around bootlegger style and hook on and haul ass away. Things go south when the trucker spots Letty atop a tanker car. He swerves and things get hairy. Eventually, after four tanker cars are heisted, Dom wants Letty off the train. About the same time the driver bails. Letty leaps back onto Dom's car, while the truck flips and a tanker car tumbles sideways down a narrow road at our principals. Dom displays his icy cool demeanor and gets them out of there. The law is down on them in no time and they have to clear out. Letty heads back to America while Dom holes up in Panama City, Panama. One day, Mia (Jordana Brewster) gives her big brother a call and informs him that Letty has been murdered. Dom heads back to the states in search of Letty's killer while Brian recruits him to help the FBI nail a notorious drug smuggler.Brian O'Connor's first scene takes place in downtown L.A. as he chases a suspect across rooftops to get the name of a hood who works for the ruthless drug smuggler Arturo Braga. O'Connor's boss is afraid that he has put himself out on a limb by reinstating O'Connor. Now, the Feds have 72 hours to bust Braga before they are jettisoned from the investigation. Naturally, the FBI establishes surveillance squads around the cemetery where Letty is being buried. Predictably, Dom shows up but keeps well hidden as the funeral is held. He hooks up with his sister and investigates the crash site, discovers traces of nitrometh and sets out to find the same suspect, David Park, that Brian is tracking down. Eventually, our heroes paths cross and they go after Braga with different motives. Before long, Dom and Brian--working undercover again--become drivers for Braga.The action never lets up but it gets progressively more far-fetched until it screeches to a halt in a series of caves threading a mountain on the Mexican/American border.","8/10"
"Fast & Furious","Bob-45","23 September 2010","Contrary to conventional wisdom, many sequels are superior to their originals (THE EMPIRE STRIKES BACK and WRATH OF KHAN come immediately to mind). However, I cannot recall when the FOURTH film in a franchise was superior to all the others, including the original. However, what else can one say about a movie that: o covers its production costs in its first WEEK o has action sequences rivaling anything in the BORNE, BOND, STAR WARS or INDIANA JONES franchises o Reunites its original cast and improves upon their relationshipsFAST & FURIOUS does all this. Plus it has has fast cars, hot women, great music, outstanding photography, Vin Diesel and Michelle Rodriguez. It even moves better than AVATAR. WOW!I give FAST & FURIOUS an 8","8/10"
"Fast & Furious","Angelus2","2 July 2009","Dominic Torreto is in exile but returns after hearing that his girlfriend, Letty has been murdered. Torreto investigates the murder which leads him to a drug cartel and a man named 'Bragga'.It just so happens that Agent Brian O'Connor is on the case and the two collide....Trying to bring Bragga to justice without killing each other.This isn't an Oscar contender so the acting can be ignored, as the cars, girls and cars...make up for practically all its faults. This film is more emotional than its predecessors as it tries to show a softer side of Dominic and reveal how life is for Dominic's sister Mia.The race scene at the end is definitely worth the wait but I especially enjoyed the 'Qualifying race'...Only the Fast and Furious crew can create great race scenes like this... The franchise is definitely back on track after the horrendous, 2 Fast 2 furious.","9/10"
"Fast & Furious","FeastMode","25 June 2019","Beastly movie. Awesome action, great racing scenes, good story. Lots of creative ways to improve on the racing parts. Hate-able villains. So many awesome intense scenes and omg moments. Was pretty deep like the original movie with some good emotional moments and character relationships. Even small things reminded me that we're back in the world created by the original, like dinner with family with a nice song playing, or mia yelling ""dom stop!"" lolit has lots of flaws but this movie is a great time. It brought the series back to where it needed to be. It captured the feel of the first movie. And i wonder if it gave them the confidence to go all in on fast 5 and subsequent movie-films (random borat reference lol) (4 viewings, 6/18/2021)","7/10"
"Fast & Furious","joshrortiz","27 May 2013","I loved ""The Fast and The Furious."" Cars, ladies, cheesy lines and acting, crazy action = a groovy mix! Fast forward a few years and we finally have ""Fast & Furious""- the first true sequel! So much nostalgia! Seeing Vin, Paul, Michelle, and Jordana together again was fantastic! You can tell that these characters have grown since the first film. Brian is working on a case with the FBI that brings him in collision with Dom, who is back in the states seeking revenge for the murder of his gal Letty. This entry is definitely a bit heavy compared to the first few but that doesn't mean there isn't fun to be had! The opening sequence and the race at the middle of the film are two highlights! The tunnel sequences were not as good though, CGI being one of the reasons- still enjoyed it though! The F&F franchise isn't really known for stellar acting or writing or even realistic action sequences so it's no surprise that this sequel plays the same way. I think that's part of the charm of these movies, at least for me. Don Omar and Tego were hilarious, John Ortiz was good as the villain though not at all threatening, Fenix was just asking to get owned by that car in the end (what a way to go), and seeing Han from Tokyo Drift was a nice little treat. I had hoped we would see more of Gisele and we do in the sequels! That's a good thing!""Fast & Furious"" is a fun, dramatic, action-packed continuation of the franchise with some nice nods to the original that fans will appreciate. The ending got me so pumped for the next one!","7/10"
"Fast & Furious","ehrldawg","23 April 2012","I was reading an article in a truckers' trade magazine,about how the druggies would load up some muscle cars in a 53' box trailer and smuggle these cars into Mexico. Then load up these cars with dope. Then, as they were headed to the border to smuggle the drugs into the U.S.; they would use some kinda jamming or cloaking device so the border agents cant detect them,as the cars drive through a tunnel under the border patrols noses. Im wondering,"" How much does the truck driver make?""Well done Neal Moritz,Justin Lin,Chris Morgan,Gary Thompson, Vin Deisel,, Paul Walker,Alejandro Pation, Jordana Brewster, Michelle Rodrequez, Gal Gabot ,and Liza Lapira.Alajandro Patino drives the Peterbuilt big rig tanker train.Alajandro Patino is a permanent A list actor!!Michelle Rodrequez,Jordana Brewster,Gal Gabot, and Liza Lapira are hot!!!---One Truck Drivers Opinion---erldwgstruckermovies.com","9/10"
