"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"socrates99","21 May 2010","You need very little persuasion to fall into this movie's utterly entertaining world. I really can't imagine anyone not liking it. Robert Downey Jr., Scarlett Johansson, Gwyneth Paltrow, and Sam Rockwell in particular all put in near perfect, memorable performances. But it's the very well written story that carried the day, for me. It's not real deep but it's not mere window dressing either. What would Ironman do if requested to give his technology to the military? And how would he handle toe to toe competition? And there's more, but it's better you see it rather than hear about it.John Favreau is clearly gaining in skill and ambition as director while still being willing to feed our male fantasies. Scarlett is a great example as the lithesome Natasha Romanoff. No graphic novel could ever match her role for visual female sumptuousness and sheer beauty. You'll wish there was more of her though wisely Favreau leaves you slightly frustrated. All in all a fun movie way beyond my expectations. But I'm glad I'm not Favreau. What could he do to top these two movies?","
            9/10
            "
"vinnie2112","27 April 2010","I'll put it very simply, I think this movie was really cool. Excellent story, visual effects, action, all of it combined masterfully to create a great film that delivers entertainment and style throughout, without sacrificing a good plot. It has all the right elements and the cool elements in a proper balance making it fun yet not dumb.I liked a lot Iron Man 1 and I think if you also did so, then you would most likely like this one too. I really like films of this genre like Batman Begins, The Dark Knight, Hellboy 2, Watchmen and I think both Iron Man films are up to the level. It's great to see that this sequel is as good or even better than the first one.I absolutely recommend this movie, it kicks major ass.","
            9/10
            "
"TheUnknown837-1","13 May 2010","It was quite a challenge to top such an exhilarating, original (at least by today's storytelling standards) summer extravaganza like 2008's big hit ""Iron Man."" That film was well done on a technical level, but the reason why it is so good and why it is twice the movie that ""Transformers"" (2007) was because it used its special effects as a service to its story instead of simply relying on them to save the day. So it's a real challenge to not only build on that, but improve upon that. But by Jove, director Jon Favreau and his cast and crew have done that with flying colors with ""Iron Man 2"" which to my mind is not only better than the original, but the best film that I've seen so far this year.The movie picks up where the first one left with Robert Downey Jr.'s alcoholic, eccentric character of Tony Stark revealing his alter-ego identity as Iron Man. While he combats a power-greedy senator's strive to strip him of his technological triumph and to maintain a somewhat stable employer-employee (and sometimes romantic) relationship to his assistant Pepper Potts, again played with grace and conviction by Gwyneth Paltrow, a new villain with his own technological tools and dazzling wit (Mickey Rourke) arrives, seeking revenge not only on Stark as a person, but his legacy.It seems to be a trend these days for the second installment in superhero movie franchises to be better than the first. That was the case with Sam Raimi's ""Spider-Man"" saga, with Christopher Nolan's marvelous reinvention of the Batman character, and now with Jon Favreau's Iron Man pictures. In my original review, I stated that I really enjoyed the first ""Iron Man"" picture but felt that its climax was a little lacking and that there were some weak zones in its plot. However, all of that is built up and enhanced with the sequel and if there is one word I can use to describe it, it is: exhilarating. Even as it builds up new story lines with new characters, some of which may be ostensibly unnecessary, it never bogs down.Like ""Spider-Man 2"", ""Iron Man 2"" brings up the plot element of the main character's alter-ego taking over his life to the point where his normal life starts to fall apart, causing him to shun his responsibilities and obligations. Although this is a sort of familiar story, the filmmakers do a great job at keeping things on the move. What's also great, and carrying down from the first picture is how it's not all grim and tough, but has effective moments of comedy such as a scene where Scarlett Johanssen reveals to a cocky boxing manager that she knows a little more about the sport than she led him to believe. And of course the highlights are conversations between Robert Downey, Jr. and Gwyneth Paltrow and these melodramatic moments are blended with the more traditional tones seamlessly so that it does not feel like the movie is phasing in and out of one personality, heck, like its central character.You want special effects? You got 'em. Just like in the first picture, ""Iron Man 2"" is packed with lots of explosives, bursts of action, ear-jarring sound effects, and marvelous camera tricks and cinematography to lock the audience's attention in place. But once again, these special effects, unlike the effects in ""Transformers"" and its sequel, are used as a service to the story and that is why they do not overstay their welcome. The movie saves its drawn-out climax to the end and this climax is twice as exciting as the somewhat shallow final battle of the first movie.Robert Downey Jr. is still most effective as the troubled character of Tony Stark. He's charming, witty, humorous, and believable not as a caricature, but as a human being. Gwyneth Paltrow is equally effective as Pepper Potts; Scarlett Johansson is both seductive and convincing as the new assistant who has her own way of backing herself up; Sam Rockwell does a fantastic job playing the techno-dweeb big on money but short on brawn; Mickey Rourke is sinister and cold-blooded as the villain; and Don Cheadle does a surprisingly good job taking over for Terence Howard as Tony Stark's military pal.I can't think of one person I know whom I won't recommend seeing ""Iron Man 2."" From start to finish, this is one exhilarating piece of film-making. It excels, I say, over its already exhilarating predecessor and many of its companion superhero sagas, and proves itself to be one truly enjoyable time at the movies.","
            7/10
            "
"TheLittleSongbird","12 August 2014","The first Iron Man was a great film, smart, exciting and classy with a powerhouse performance from Robert Downey Jnr. Iron Man 2 is not as good and is lacking in places, being not as classy, irreverent or exciting though it is not devoid of those qualities. The characters are not as interesting or as well-realised, Vanko is a little one-dimensional for a villain, Pepper's character is so reduced that what made her so endearing in the first is lost here and Natasha/Natalie's motivations are not as clear as they could have been. The story at times is over-familiar and cluttered with parts of the film that would have benefited from not trying to do too much and it could have had a tighter paced beginning. The script is certainly not bad with some amusing moments and one that make you think, but that of the first film has smarter humour and more intelligently structured, the film could have been longer perhaps with some subplots being explored more, the characters better developed and a little less time on some scenes, Gwyneth Paltrow was fun in the first but because of how Pepper was written she isn't anywhere near as much here and Jon Favreau's performance is rather annoying and unnecessary. Like the first film though the film looks great, with very stylish cinematography and editing, vivid location work and special effects that show a lot of time and effort and don't feel like over-load. The gadgets are also great fun and the Iron Man suit is still awesome. The music works very well, not quite as good as that of the first but it adds to the action without over-powering or bogging the pace down. The story while having a little too much going on and being over-familiar still does compel, is not too convoluted and it flows smoothly pacing-wise, and has a couple of note-worthy set pieces. There isn't a lot of action but what there is has thrills and fun aplenty, Vanko's entrance at the Grand Prix race is very dramatic and what follows is equally as thrilling and the climax while not as long as it could have been still outdoes that of the first. Favreau's direction still continues to be clever, with a mix of nostalgia for comic book fans and themes and such that would be currant by today's standard. The acting is fine, excepting Paltrow and Favreau, and there is great chemistry between them all. Robert Downey Jnr's performance is not quite a power-house but he still has the zany comic timing and the ability to give off the emotional depth needed for one of Marvel's most interesting and multi-faceted characters. Mickey Rourke is menacing and a lot of fun as Vanko, Scarlett Johansson shows how well she can play fearless and Sam Rockwell plays a real weasel and does so to hilarious and sleazy perfection. Don Cheadle also performs with authority. In conclusion, not as good as the wonderful first film but is still a thoroughly decent sequel that gets most things right. 7/10 Bethany Cox","
            10/10
            "
"xtian_durden","4 May 2010","It doubled its predecessor. Bigger and better, this sequel is getting close to somewhere. Mickey Rourke was perfect in his terrifying villain, Don Cheadle earned War Machine's suit, Scarlett Johansson looks so hot in her acrobatic scenes, and Jon Favreau (the director) enjoyed his part in the movie, he gave his character (Happy Hogan) a bigger role than his previous cameo in Iron Man. I watched the first installment and the sequel both in the theater, and I must admit that I enjoyed this one much more than the first. It fills every gap in the first movie, a more startling opponent matched by upgraded weapons, the action takes us to a new level. This one is thicker than the first. I'm getting excited for Avengers, scheduled to be release on 2012.","
            10/10
            "
"javaman-7","5 May 2010","Java Man Reviews ""Iron Man 2"" Originally appeared in LakewoodBuzz.com May, 2010.OVERVIEW: While the identity of most super heroes remains shrouded in mystery, billionaire inventor Tony Stark (Downey, Jr.) has been publicly revealed as the breast-plated bad-boy known as Iron Man. Unlike Batman or Spiderman, Stark has to deal with things like Senate hearings, jealous G-Men and rival CEOs. Everyone wants the Iron Man technology. Meanwhile, over in Russia, a metallic mastermind named Ivan (Rourke) is steeling himself to challenge Stark for world supremacy. Returning from the original Iron Man are Stark's trusted assistant Pepper Potts (Paltrow) and army liaison ""Rhodey"" Rhodes (Cheadle). New characters are Natasha Romanoff (Johansson) and Nick Fury (Jackson) both of whom add a big dose of scene-stealing appeal. REVIEW: 3 of 4 Java Mugs Sequels are inevitably compared to their originals and more often than not they don't measure up. Because of the cast, this one could have been an exception: Downey is still a marvel to watch and Paltrow may be even better in this version; Cheadle, who replaces Terrence Howard, is also fine. Rourke and Rockwell as villains and Jackson and Johansson as intriguing spy types are all fascinating; and Shandling as the chairman of a Senate investigating committee is hilarious. But the screenplay is very much by-the-numbers, and it just doesn't add up. The captivating characters and stimulating situations which distinguished the original have given way to long and loud action sequences. But if it's action you want, you've got it; these scenes are very well done and are accompanied by lots of heavy metal music (what else?). The cinematography is also noticeably sharp with a lots of excellent aerial views. Great location work in and around California, and in Monaco during the principality's Grand Prix, also adds to the film's visual vitality. I waited in a long line to see this movie, but it was worth it because of the enthusiastic audience that surrounded me. Come early to get a good seat--and stay late through the end credits for a big hint at what may be coming next from the franchise.","
            10/10
            "
"andrewnmiller","23 February 2015","After watching the first Iron Man and enjoying it, I thought that the second would be mediocre at best. Well, I can honestly say that didn't happen because I found Iron Man 2 be just as fun and action-packed as the first one.The film starts off very nicely, with recordings from the end of the first film where Tony Stark tells the media that he is the man in the iron suit. The scene then cuts to Russia where we're introduced to our villain, Ivan Vanko watching his father dying. It appears that his father, Anton used to work with Tony's father, Howard, and somewhere down the road, Howard seized Anton's ideas and booted him to the curb and for this, Ivan swears revenge on Stark. Meanwhile, the palladium core of Tony's arc reactor that keeps him alive is slowly killing him and he can't find an alternate. He begins to become increasingly irresponsible and downhearted about his looming demise, and decides not to tell anyone about his ailment and appoints Pepper Pots as the CEO of Stark Industries and employs Natalie Rushman as his personal assistant. While racing in the Monaco Grand Prix, Tony is attacked by Vanko, but is able to fight him off. Now, Stark must get his life back together, build a new reactor and stop Vanko.While most sequels try to up the ante, Iron Man 2 comes across as a brisk and harmless film that meanders along at an attractive clip, with emotional discomfort a distant thought which is very refreshing. In fact, Iron Man 2 is the total opposite of some other comic book films. For example, it's definitely not darker than the first Iron Man and also gives itself artistic freedom to extend on the impossible. Common sense simply does not work here and Jon Favreau and screenwriter Justin Theroux have a lot of freedom with the chines of reality. While the first Iron Man was an origins story, the sequel had no lack of possible roads to take, so it decided to go with the characterization road and instead of developing its universe, the movie merely takes it's cast of characters and tosses them into circumstances grimmer than before, upping the stakes but at the same time echoing the spirit of the first one. The characters are well written, each quick conversation decided with a mature bleakness that differentiates from the illegitimate situations that the film features and while the movie could be labeled as a comedy, but the humor flows so perfectly that you get the sense that it would be out of the question to write this film and not have these characters joke with one another. There are a number of themes in this movie, the most notable one being one's legacy, of what we pass on when we pass away; the impact on those who follow us and how the consequences of past actions can ricochet down the line long after someone passes on.The visual effects in this film are fantastic with lots of explosions, ear-jolting sound effects, stunning camera techniques and cinematography to keep the audience focused. As for the action, there's only a few scenes, but they all bring a lot to the movie by bringing the viewer a ton of excitement and delight, especially the finale, a 30 minute visual feast for the eyes and senses of Iron Man and War Machine battling Whiplash and his drones, which left me hungry for more. The soundtrack is darker than the first film and has some outstanding tracks along with a great soundtrack with songs by Daft Punk, Queen, and AC/DC.The acting is incredible just as it was in the first film: Gwyneth Paltrow once again proves herself as Pepper Potts, bringing a lot of sadness to the role, but is by no means a damsel in distress, not to mention she and Downey have wonderful chemistry, Jon Favreau returns as Happy Hogan and gets to have more fun in the movie rather than just staying behind the camera, Sam Jackson pops up again as S.H.I.E.L.D. agent Nick Fury sowing the seeds for later MCU films. Don Cheadle picks up right where Terrance Howard left off in the first Iron Man as Rhodey/ War Machine, stepping into the role with certainty and proves himself to be superior to Howard. Scarlett Johansson is awesome as Black Widow, proving she is more than capable of being in an action film and while she isn't on screen for much of the movie, her flight scene in the hall does leave an impact. The villains of the film as just as important as our heroes and they don't disappoint with Mickey Rourke adding a combination of a contrived show person, arrogant mastermind and an overpowering monster, while perfectly personifying Vanko's rude visage while Sam Rockwell is complete comic fodder as Tony's business rival, Justin Hammer. Rockwell kills it in this role and is a joy to watch, either when he's losing his temper with Vanko or awarding his own creations with childish enthusiasm. But the true heart and soul of Iron Man 2 comes from Robert Downey Jr. He is the mind, heart and spirit of the man in the iron suit which makes me think if the film was written especially for him. When it comes to Stark's vain personality and sarcasm, he also shines there too, providing us with a ton of great quips and laugh-out-lord moments and while Downey does portray a selfish, egotistical playboy; he is still a likable character. Much like the first one, RDJ is and will always be Iron Man.All and all, Iron Man 2 is a worthy successor to the first film, proving us with more of what we loved with more action, humor, a killer soundtrack, stellar performances and a great story. Definitely give this film a watch, you'll have a blast.","
            10/10
            "
"Meven_Stoffat","5 May 2010","I will admit that I was a tad worried about Iron Man 2, because, well let's face it, the first movie was so fantastic that it was almost untouchable. I mean, with the first movie, you had the extraordinary talents of Downey, Howard, Paltrow, Bridges and plenty more anchoring what was an incredible must-see summer slam of a movie. However, seeing the trailers for the second movie made me think ""Uh oh, Spider Man 3 all over again."" Sequels, especially superhero ones, seem to think that since they bring tons of random crap and characters into the frame, that they are always better, and as excited as I was for this movie, I felt it was going to be another one of those movies. So upon going into the theater, I kept those worries in mind.Well, I can now officially say that those worries didn't prevent me from loving the movie.Remember when Michael Bay tried to accomplish something epic with Transformers 2 with all these new characters and stuff? Well, Jon Faverau has managed to accomplish what Michael Bay never did- make a near-perfect sequel that manages to be just as great as the first. Now like the first, there's not a ton of action, but those scenes where action is absent, Faverau manages to make the most out of them. Complete with great action, laughs and characters, Iron Man 2 is the first big summer movie, and a must see on the big screen for sure, especially if you see it in digital! Iron Man 2 picks up half a year from when the first movie left off. The Stark Expo has just begun in Flushing, New York, and is to last all year. Tony, in a televised hearing, privatizes world peace. Life seems to be great, except for the fact that the reactor keeping him alive is killing him. This doesn't stop him from being Iron Man though- he continues to go on as Iron Man for the moment. He even considers replacing Pepper Potts with Natalie Rushman, appointing Potts a CEO to Stark Industries. However, in Russia, Ivan Vanko, the son of physicist Anton Vanko, having just lost his father and jealous of Stark's success, creates his own arc reactor, and becomes Whiplash, a badass villain with two electrified whips that can split anything in half with enough force.His first appearance is at a race in Monaco, and after a brief (and failed) attempt to kill Tony, he meets up with Justin Hammer, Stark's rival, and they both collaborate to build a new technology that will hopefully overthrow Tony. However, with a stint at Tony's house appointing James Rhodes as War Machine, and several other plots, Tony Stark, suffering through personal problems, doesn't know if he really can be Iron Man and resolve all this.Now the plot may not sound that great, but when you see it in the movie, you will be impressed with how complex it is. To not spoil too much, I left some stuff out, because the movie is that great. Aside from the plot, everything else is great. The acting here is fantastic! Robert Downey Jr. has his usual charm here, playing the lovable dick-head that is Tony Stark. Replacing Terrence Howard is Don Cheadle, and he does it well! I can't believe I am saying this but I actually preferred him to Howard. Howard was great but wooden in places, whereas Cheadle was great the whole way. And Scarlett Johannson whoa. When is she NEVER eye candy? As for her performance- this movie proves she is not just another pretty face. Her fight scene is just mind blowingly amazing! Mickey Rourke gives a a fantastic performance as well, and manages to shine as the villain, Of course, halfway through, the movie takes a break from the action and focuses on some character development- I was worried about it at first hearing but as I was watching the movie, I realized that sometimes, in superhero movies, character development does more than whiz-bang action. Don't worry guys, the scenes where action is absent are just as great as the scenes with action. But the action scenes are INCREDIBLE!!!! People are exaggerating the lack of action- the last 20 minutes alone has more action than the first, and is certainly more thrilling than the first too. The climax certainly is a thrill, and I gotta say I had a blast seeing it on the big screen.So in short, Iron Man 2 is a success. I had tons of fun seeing it on the big screen. A great sequel and a great standalone movie, Iron Man 2 is a sequel that truly kicks ass. Whatever worries you may have, I recommend you cast them aside, because you're in for a 2 hour fun ride. So if you wanna see a sequel that truly kicks ass, this movie is it!","
            7/10
            "
"vip_ebriega","9 May 2010","Big expectations from the original are hard to live up to, which just seems unfair to this reasonably enjoyable and exciting sequel. Going over that age-old Hollywood mantra that ""bigger is better"", this sequel throws in bigger set-pieces, better special effects and a superb cast. But unlike most sequels to successful hits, IRON MAN 2 is not only big in terms of special effects and action set-pieces, it also has stronger characters (perhaps the only real problem with that is that they're too many of them) and an even stronger plot.As with the other people who enjoyed the first IRON MAN movie, my hopes were high for the sequel. As in other superb comic-book movie sequels like SPIDER-MAN 2 and THE DARK KNIGHT, the storyline frees itself from the exposition settled in the first movie and are now able to take the story into a different direction for the sequel. Following the end of the first movie, Tony Stark (Robert Downey Jr.) has already admitted his identity as Iron Man and, as he puts it, ""successfully privatized world peace"". Arrogant as he is, he gets the job done, but saving the world is only half the battle. Stark also has a demanding Senator Stern (Gary Shandling) on his back who wants his Iron Man technology surrendered to the military, a similarly egotistic rival (Sam Rockwell) who wants Stark and his crowning achievement be reduced to yesterday's news, and of course there's vengeful Russian physicist Ivan Vanko (Mickey Rourke) bent on killing Stark to avenge his father. Only to make matters worse, the arc reactor that's keeping Stark alive is slowly poisoning his blood, and would kill him if he doesn't find a substitute to the reactor's Palladium content.There are enough characters here that could have made this as an early reunion for The Avengers, with a powerhouse of a cast to boot. In addition to the return of Downey's egotistic Stark and Gwyneth Paltrow's delightful portrayal as long-suffering assistant-turned-CEO Pepper Potts, there's also Scarlett Johansson's Natasha Romanoff aka Black Widow (Scarlett Johnasson in a black leather suit and sporting red hair! 'Nuff said), Samuel L. Jackson's return as Nick Fury (after a very brief cameo in the first), Don Cheadle replacing Terence Howard as Lt. Col. ""Rhodey"" Rhodes (who finally gets his ""next time"" opportunity as he dons the suit as the battle-ready War Machine), and even Favreau's Happy Hogan (nothing more than an extended cameo in the first film) gets more screen time. On the bag guy side is Rourke's disgruntled Vanko, Rockwell playing another character we would love to hate, and Shandling's hilarious portrayal of a greedy politician. Too many of these characters could have repeated the misstep that SPIDER-MAN 3 had done; too many characters with too many subplots that ruin the flow of the story. But director Jon Favreau and writer Justin Theroux avoid this pitfall by just giving our characters enough screen time that they deserve and only throwing in subplots that actually move the story along.IRON MAN 2 is what a summer blockbuster sequel should be; it throws in everything we expect from its superb predecessor and giving is a little more without being something akin to an overstuffed, overcooked turkey. The action sequences are great in the first movie, and they're even bigger here. It even has a better, more thrilling climax than the one in he first, and more interesting and even outrageous villains than in the original. As usual, Downey Jr. is still one of the chief delights with his portrayal of a different kind of comic-book hero. Throw in a cast that looks absolutely perfect and every thrilling action set-piece in place and you have a sequel that's actually worth the wait.Rating: **** out of 5.","
            8/10
            "
"Syrchek","15 May 2010","This is one of the very few blockbuster franchises that I have followed so far. I usually see them fast, or I don't see them at all. And following the Iron Man franchise has ""payed off"", so far. But this part is different and does feel different than the first, and for some reason it's not so easy to immediately answer why exactly.The first thing that came to mind is that despite the bigger budget of the second part, the ""level"" and the time of action is the same if not shorter than in ""Iron Man 1"". I never thought that I will ever caught myself thinking that there should be more action and less talking in a so-called ""summer film"".The real substitute for all the chasing, shooting and blowing up that is a bit missing in this film, is an array of new characters. The constant talking of everyone, especially Tony Stark of course, gives the film a dynamic pace and probably makes those 2 hours go by much quicker. But from my view, the most silent character of all, Vanko, was the most interesting one.What is also specific for the Iron Man franchise and many of this kind of big films of the new millennium, is the skillful adding of ""counter-culture"" elements in a very mainstream product. This part left me down here quite a bit. The first trailer for the film had me thinking and hoping that we'll see some kind of a critique of war-profiteering and that it will all lead us to a path of at least some moral dilemmas. But sadly, all of Vanko's motives for vengeance are reduced to some old family rivalry. I guess it is (still?) too much to ask for more from a king-size summer opening film like this.","
            1/10
            "
"bob the moo","18 September 2010","Although it was of course a summer blockbuster with all the flaws that came with it, I did really enjoy the first Iron Man film for what it did well. It was breezy, light and fun and it made it an easy film to like. I was hoping for more of the same from Iron Man 2 then and it is a little disappointing to find that it cannot quite replicate the same effect. Normally I would not be overly bothered by plotting in a summer action movie but for me this is sort of the problem with IM2. It is not that the plot is bad or complicated, it is just that it seems to lack a flow to it, meaning that it stutters along quite badly, robbing it of the light touch and sense of fun that the first film relied on.We have a Russian scientist out for revenge on the Stark corporation, Stark struggling with blood poisoning from his power source, Pepper Potts taking control of the company, Justin Hammer competing for military contracts, Stark refusing to share his technology with the US military (much to the chagrin of Rhodes) and Nick Fury continuing to try and recruit Stark to his Avengers initiative. In fairness the film is not as ""busy"" as it could have been with all these characters and aspects bumping around, but it does give it a rather messy feel and the film never feels comfortable until the final action sequence around the Expo. At this point there are goodies and baddies and everyone is pulling together in the same direction and it means nothing distracts and nothing breaks up the motion in the way that happens through most of the film.This is not the same as saying the film is bad, just that it doesn't quite have that fresh feel of the first film. Stark's excesses are overplayed to the point where he is a bit hard to like. The first film balanced this well (thanks to a great turn from Downey Jr) with his wit and character taking the load, but here the first part of the film gets a bit tiresome as Stark is in one glamorous location after another without much for the viewer to ""like"" about him. This turns around gradually but again never to the point of being as good as the first film. Downey Jr is still good though and he uses his laid-back charm to good effect when he gets the chance – it is not his fault that this film is ""busier"" than the first in terms of characters, so he has less time to spread out as he once did. Cheadle is OK but I would have preferred Howard in this role; the former just seems too hard and one-note here. Paltrow is amusing in her minor role while Johansson plays to her strengths by being firey in her hair and eyes while wearing a cat suit – nothing to say on her performance as an actress but she seems happy being a sexualised action figureen so who am I to question? Rockwell is great fun though. He plays well against Downey and he brings good humour to his parts. Rourke is a nonsense but an enjoyable one, he has a good presence and his character is at least interesting, which goes some way to making up for his rather silly costume. Favreau's appearance in front of costume doesn't do much as his comedy moments aren't that funny, while Jackson is determined to keep showing up in things being ""Samuel MF'ing Jackson"" over and over again. Shandling and Slattery are nice bits of casting.It isn't an actors' film though and it is mostly about the effects. The main CGI moments are great – free flowing, well delivered, quite exciting and technically impressive. Ironically some of the ""backdrop"" effects (like where the cast are clearly getting out of a car somewhere in the world other than where they appear to be) are pretty poor – not quite 1950's back projection but still they don't look real, although it is just a minor quibble.Overall Iron Man 2 is a reasonably enjoyable summer blockbuster. It has stars, it has noise, it has cheeky humour and all your money is up there on the screen to be enjoyed. Unfortunately for the franchise it has too much clutter in it that breaks up the flow of the film and makes it too heavy to feel as fresh and fun as the first Iron Man film. It will still please the target audience and it will work as a Friday night DVD but the studio's efforts to pull the Avengers together has actually hurt this specific film, making it less enjoyable than the first film by virtue of losing sight of what worked there by piling too much on top of it.","
            6/10
            "
"brettchatz-1","7 May 2010","The inimitable Iron Man returns in an exciting sequel and fans are going to roar with excitement There's a whole lot more to Iron Man 2 than meets the eye. Purists of the Iron Man Marvel Comics genre will no doubt find many elements of the film to their liking. Such was the mastery of combining humour, action and digital effects that the film was an unqualified success.Tony Stark returns to the fold in his typical narcissistic style. In fact if egos the size of his were commonplace, the world would need several iron men. Robert Downey Jr reprises the role that he so perfectly portrayed since the first installment of the multimillion dollar series. He's witty, intelligent and noticeably a few years older! But weapons expert Tony Stark is also Iron Man and this alter-ego has a life-force all his own.The presence of Iron Man in the early parts of the stellar film is rather limited, but he soon rocks back into action and brings a roar of approval from the audience. There are scenes where the anticipation of Iron Man's arrival are like literal live-wires and it's great to see him restoring order.Mickey Rourke expertly portrays Ivan - a physicist with a bent for Stark's destruction. He's heavily muscled, wicked beyond compare and his plan to destroy Iron Man is not without its merits. But can he team up with Hammer Industries to create an army of cyborgs to destroy the Iron Man? The film has many side plots such as the budding romance between Stark and his beautiful CEO - Pepper (Paltrow). Moviegoers will love Don Cheadle's side-kick role as an apt Iron Man tag-team star. And a cameo by several heavyweight Hollywood A-listers will do more than tickle a few taste buds.The film has been accused of being unoriginal and while there are obvious overlaps with the first installment, the action is all-new and the humour is incisive. It's witty from beginning to end and it gives new meaning to the words 'tin grin.' The verdict: Do not miss the awesome action-packed superhero flick - Iron Man 2.","
            8/10
            "
"oldman007","30 April 2010","This movie will definitely be one of the best movies (if not the best) I see in 2010. Robert Downey JR returns to do Tony Stark, better and funnier than ever! Tony Stark is enjoying life as himself and as being the famous Iron Man. A huge threat comes to his attention. A man with whips is trying to kill him! With the help of Don Cheadle as War Machine, the two of them try to bring a man who calls himself Whip Lash to justice! Mickey Rourke plays the part very well! It just goes to show you've never too old to be a badass villain! Scarlet Johanson plays a very hot, but very suspicious lady! The rest of the cast are good as well.My only complaint is the middle half of the movie goes abit too slow and drags on abit. I wont reveal why, but you will see what I mean when you watch it. And Iron Man does reveal how he goes to the bathroom while wearing the Iron Man suit! I'd give this movie a 9/10.","
            10/10
            "
"Norway1","30 April 2010","I'm really torn between a rating of 7 and 8 and should probably see it again before a final verdict. But my initial feeling is this one had too much talk and too little heart.While there certainly was more action, the action scenes - especially the last - did not feel threatening at all. The one possible exception to this is the first battle between Iron Man and Whiplash - the one on the race track from the trailer.The main problem is probably too much dialog, possibly too much happening, and too little heart. Too few quiet moments. I'm not sure.My guess is the film makers heard that people loved the humor from the first (which was mostly ad-libbed from the actors) but missed more action. So they apparently gave the whole cast (of GREAT actors all around!) free reign to talk up as much as they want in each and every scene. And they added action sequence after action sequence to make up for the mere two major sequences from Iron Man 1.The end result was slightly underwhelming, yet almost satisfying.","
            10/10
            "
"Marvelouis","2 May 2010","It's clear that Robert Downey Jr. was born to play the part of Tony Stark. As he did the first time around, he portrays the perfect combination of suave and selfishness, energy and ungoverned gluttony, troubled spirit and a soul seeking redemption and responsibility. It's clear that Downey has brought everything to the part. This movie is about Stark's spiritual growth. He's certainly bitten off more than he can chew mostly because of his proclamation to end the last film. He's way overextended himself and now everything is crashing down around him. He really has to dig down deep and that's the mark of a true hero. How can the awards people keep overlooking this part? RDJ as Tony Stark is now the stuff of legend. Think Anthony Hopkins as Hannibal. Pacino as Michael Corleone. Harrison Ford as Indiana Jones. Clark Gable as Rhett Butler. Clint Eastwood as Dirty Harry. John Wayne as Rooster Cogburn. Marlon Brando as Vito Corleone.Tony Stark isn't a mutant or a ninja or nothing silly has happened to him. Stark isn't a cheesy, tights wearing superhero. It's great that he can't jump into a phone booth and be on his cheesy way. He's a flawed man but he's anything but ordinary. This sequel perfectly picks up where the first film left off. Every step of the way is believable and incredibly interesting. All of the amazing effects are grounded in realism. I know they built the Iron Man armor and War Machine armor in real life and mixed it flawlessly with CG. It wasn't all a CG mishmash and all of it plays out in stunning fashion. There was a realism to everything. Using practical effects and a practical suit of armor paid off big-time. I seriously enjoyed not being able to tell the difference between a CG shot and a practical shot. The suits of armor develop a personality of their own. They communicate and allows us to see certain POV. Even the drones were amazing. There are so many great details that I truly believe this movie will be king of the multiple viewings. I can't see myself ever tiring of the action or performances.","
            10/10
            "
