"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Incredibles 2","proud_luddite","2 September 2018","Following the superb 2004 original, the family of animated superheroes are back. This time, they are struggling to regain a good reputation for superheroes (ostracized due to the collateral damage of their heroics) while also getting caught up in fighting a scheme against Screenslaver, a villain who hypnotizes victims with TV screen images.The idea of Screenslaver seems clever and almost touches on the modern world's collective obsession with technical devices and other forms of media. It doesn't quite get to the heart of the matter and misses an opportunity to be a clever critique of our current times. The theme even seems to be jumbled and incoherent at times.But overall, the film is saved by funny characters and doing what action-filled, comical, Hollywood blockbusters set out to do: be entertaining. It also succeeds in adding a twist to the genre by having female characters in the centre of hero/villain conflicts. A rather smart move considering the current dynamic in the film industry. - dbamateurcritic","
            7/10
            "
"Incredibles 2","studioAT","22 August 2019","While it tried to be too many things and was overlong I found the first 'Incredibles' entertaining enough to see this second film eventually.Unfortunately 'Toy Story' aside Pixar don't seem to have a great record with sequels, and for me this film can be filed in the 'Monster's Uni/Finding Dory' camp, because while it's good, it's just not great.There are some nice moments, but again, it's too long, with too much time dedicated to Jack Jack, who wasn't really that funny the first time around.It all ends up being a bit predictable.","
            2/10
            "
"Incredibles 2","ModishMovies","14 June 2018","Since I already know you are going to rate this review as ""Not Helpful"" because I didn't rate this 10/10 stars, I figured I might as well start off by telling you how much I love the original Incredibles. The Incredibles (2004) is one of my favorite films of all time and is my second favorite Pixar film (right after Finding Nemo). I got to see Incredibles 2 early because I caught a double feature of the two films in IMAX, just in case you were thinking of complaining that I didn't see it since this review is out early. What I loved about the original was the authenticity that the story, characters, and animation had to it. It felt more creative, natural, and beautiful. Syndrome was one of the greatest superhero movie villains of all time, not because of the amount of damage he was able to inflict upon the world, but because of the emotional pain he was able to cause Mr. Incredible and his family. The moments in which Mr. Incredible regrets his past mistakes and realizes how his actions affect others, especially his former biggest fan, are what makes the film stand out from any other hero-villain dynamic. Sadly, Incredibles 2 does not have a villain or story as deep or as thoughtful as Syndrome.Incredibles 2 boldly and intelligently begins right where The Incredibles ended. This smart move on Disney Pixar's part eliminates all confusion and time gaps that may arise after a hiatus of any amount (especially fourteen years) between a sequel and its predecessor. The story that follows is relatively contrived and characters are clumsily introduced in order to expand the universe instead of expanding the emotions of the beloved characters. The action scenes are creative and well-animated, but they aren't memorable enough and take place in bland settings and accomplish nothing for the characters. There were many points during this film where I noticed how hard Brad Bird was trying to replicate the formula of the original film, but it became more and more noticeable to the point that it detracted from the story itself. The great Pixar films all have excellent, fluid stories. The great Pixar films also have superb plots that deepen our understanding and feelings for the characters. The good Pixar films have entertaining, sensible plots, but they rarely deepen our love of the characters involved in them, such as A Bug's Life, Cars 2 (don't hate me!), Cars 3, and The Good Dinosaur. Incredibles 2, sadly, falls into the latter category that has a fun, creative plot, but a plot that does nothing new for its characters.Since the villain is introduced in the trailer, I don't think that it's a spoiler to say that it doesn't feel authentic or inspired enough to be considered one of Pixar's best villains. While the motive for the villain is there, it is simply unnecessary, contrived, and unexciting. New heroes are also introduced (as seen in the poster and other promotional material). Many of them are underutilized or unnecessary. The film's weakest parts involve the newly introduced characters because they all lack the liveliness and creative spark of the original characters that are explored slightly more deeply in this film. But enough of the aspects of the film that let me down. For all of the disappointments, Incredibles 2 also has many surprises and amazing qualities. For one, Jack Jack's new abilities are basically perfect, both in what his powers are and in how they are revealed. At first, I worried that too much of Jack Jack's powers were revealed, but that was hardly the case. Jack Jack is actually one of the best parts of this film. He is easily one of the funniest parts of any Pixar film. I couldn't help but burst out in laughter every time he made a single noise. The humor in this film is slightly more present, or maybe more memorable, than in the original. The film's message also tries to be more important and necessary besides highlighting the importance of family.Obviously this review won't stop you from seeing this film, nor was it intended to, but I encourage all of you to see this film in theaters, but heavily reduce your expectations and don't think too much about what made The Incredibles nearly perfect, or you are sure to be sorely disappointed.","
            7/10
            "
"Incredibles 2","abcvision","26 June 2018","Superheros are back in vogue that's what the incredibles 2 is all about. Trying to make superheroes great again. As the family was put in hiding because they were outlawed, now comes an advocate trying to showcase the benefits of having these figures back on the street and out in the open. The movie does move slow and does not have the finesse of the first film. A few good lines but as in most sequels, that train has left the station. After a fun Incredibles 1, they had to disappoint with an Incredibles 2. Dr Wilson Trivino","
            3/10
            "
"Incredibles 2","sfgebel315","4 July 2018","I cannot believe it has been 14 years since The Incredibles came out. The gap between sequels seems to be getting longer, but the director, Brad Bird, said he wanted to wait until he had the perfect story. There's even a clip before the film starts where actors, Craig T. Nelson, Samuel L. Jackson, and Holly Hunter tell us it will be ""well worth the wait""--and they were right!Though 14 years later, the film takes place minutes later. The first film ends with the Parr family having to fight the Miner who pops up out of the school parking lot, just after Violet gets a date with Tony. The sequel starts with that fight and we see how it backfires as the Parr family get arrested for destroying part of the city and because superheroes are still illegal. Enter our new characters, siblings Winston and Evelyn Deaver, who both want to help superheroes step back into the light, but they believe the way to do that is with Elastigirl. Therefore, our sequel twist is that Mr. Incredible becomes a stay-at-home dad having to babysit Jack-Jack and learning of his dozens of powers, teaching Dash ""new math"", and inserting his foot into his mouth when he tries to help Violet with her crush--all while Elastigirl is improving superhero relations. Personally, I thought the movie was predictable but perfect. I loved it for its simplistic plot that was not hard to figure out. I knew right away who the ""villain"" was and what their motivation was; however, I did not know exactly how the climax would occur, so I was still very much engaged. Not to mention there was enough character development and funny scenes to space out the predictable plot arch. Often times animated films are more for the adults who are taking the kids, then for the kids themselves. Most kids will not understand half the references, but will still enjoy the overall concept. At the same time, this film comes out when the kids who saw the first are now adults, possibly with kids of their own. Therefore, this film is a great blend of adult and child humor. I found it hilarious, and as a teacher, I particularly loved when Mr. Incredible stays up all night reading Dash's ""new math"" textbook so he can teach him new math, which was what it was called in the 60s (the time period this film alludes to) and is a shout out to our modern common core confusion. What I really love about this film is that there is even more Frozone and Jack-Jack, which brings me to my all-time favorite scenes--learning of Jack-Jack's powers, particularly when Violet and Dash call Uncle Frozone over because their dad is going insane from sleep-deprivation and trying to keep up with Jack-Jack. I lost track of how many powers he has and all I will say on the matter is that the best scene in the whole film is when Jack-Jack fights the raccoon. If you want a light-hearted comedy with some fun action sequences then this film is for you. If you loved the first one then you will love the second one. If you have not seen the first one, what's wrong with you?","
            8/10
            "
"Incredibles 2","Jack_C_","26 June 2018","We had low expectations going in. 99% of the time, Hollywood sequels are lazy productions that are made to cash in on the original's good will. Twenty minutes in, we happily realized that the writer/director Brad Bird actually put as much effort into this movie as he did in the original Incredibles.To echo every other reviewer- it was worth waiting 14 years. I will happily wait another 14 if the third installment is up to the caliber of #2.The animation is top notch and the script is surprisingly deep- Superheros are struggling to regain their lawful status in society. Violet is going through teenage dating pains. Family finances and stay at home parenting are heavy themes on top of the standard villain vs. Hero struggle.Still, it manages to be laugh out loud funny all the way through. Jack Jack's ability reveals are easily the funniest scenes in the movie, and we love the Poltergeist Easter egg. Wonder if Craig T Nelson had anything to do with it?Yes, the main villain is kind of weak and predictable, but that only took one star off. The story did drag at spots, as in the editor could have cut 10 minutes without losing much.Like the original, we will watch it again and again when it comes out on disc.","
            8/10
            "
"Incredibles 2","bornhard","23 June 2018","If you have seen lot of movies and read tons of comic books like myself it would seem predictable plus movie does have certain base plot elements similar to original. But don't run away yet because that is not fun part about the movie or what movie makers were focusing on, it was the family dynamics, role reversals and yes the much anticipated Jack Jack the Big bang in the small pack and all his wonderful powers which wreck havoc and yes make him most powerful member of the team.
 I can't say anything else without dropping spoilers but its a movie about a family that can be enjoyed by all families young and old together.","
            8/10
            "
"Incredibles 2","tk-williamson","15 March 2019","To say I was anticipating this movie would be a huge understatement. The first one was so amazing. One of the few movies that I have watched over, and over, and over. A straight forward and simple story that emphasized love, family, and good conquering evil. One protagonist and a very clear plot line. Who didn't get choked up when Syndrome sends rockets that destroy the plane the Helen and the kids are coming on to save their dad ""mayday may day, there are children on board!"" And the way they all came together as a team - so wonderful. Incredibles II is just too busy and goes off in too many directions. Too many new (repugnant and uninteresting) characters. I watched it through once and have tried on three occasions to re-watch it. I am probably selling it short and will enjoy it in the future, but that is my opinion at the moment.","
            7/10
            "
"Incredibles 2","vengeance20","18 July 2018","Saw the first Incredible when I was 10 back in 2004 & now 14 years on we get a sequel we've all been dying for! I'm now 23 going on 24 as I'm writing this & I found it to be a pretty awesome film!The action was epic! The story-line was pretty decent & the characters were pretty good too! The graphics & humourous tone also set this film up as well!Although there were things in this film which didn't seem as good or as memorable as the first. First off, the female empowering propaganda was strong smelling in this one, political correctness seems to be shoving it's way down kids young throats & it's not on. Also I felt the film dragged a bit & I also felt that them starting the film off from where it left off after well over a decade was a bit weird considering the large gap!But overall the film was quite enjoyable despite the negatives there! 8/10","
            3/10
            "
"Incredibles 2","TheBigSick","18 June 2018","Under Disney, star wars becomes comedy, marvel becomes comedy, and now pixar also becomes comedy. Actually I am not a hater of comedy, but too many jokes or too much humor just slow down the pace and distract/shatter the main plot. Comedy may be a good form for cash grab, which is exactly what Disney is looking for, but is not definitely suitable for all films and should be properly controlled.","
            3/10
            "
"Incredibles 2","trey-yancy-572-763547","17 February 2019","This is long, convoluted, and boring. I don't know if it is because of too many cooks or what, but this movie is one huge mess, plus an editing issue (the memory wipe is in the wrong place). No resolution with the first villain. No demonstrated resolution for the main story. The Bob-with-the-kids stuff was too much of beating a dead horse. A couple of dozen supers that do nothing. The entire script should have been set on fire. To have to wait for fourteen years and end up with this is very annoying. To be fair, I viewed it and was disappointed. I waited eight months and viewed it a second time and just plain I hated it. After this, I doubt we'll see an Incredibles 3. What a way to ruin what could have been a great franchise.","
            1/10
            "
"Incredibles 2","drdeathforpresident","16 June 2018","The family is back fighting crime & saving the world this time in a not so comedic way, more so along the lines of ""leave it to beaver"" & ""father knows best."" The beginning starts off great, trying to save a city from total destruction - the whole family is involved here; when the smoke clears they relocate to a motel, their egos damaged but fate steps in and they again are moved to a swanky mansion with the works. Pops is stuck at home being the mother to the three rugrats especially the baby, Jack - Jack who as we see as the film drags on has these incredible (oh, you see what I did here?!) powers i.e. breathing fire & spewing out laser beams from his eyes (best scene involves Jack Jack and a pissed off racoon) - whilst elastic mom tries to save the city from a villain who leaves his victims in a trance; the film bounces back and forth to the father teaching his kids life lessons then wham! back to the scene of the crime that being 'elastic mom' trying to save a monorail from flying off the tracks. This is a super hero version of ""Mr. Mom."" hmmm - two hours and change, really pixar?","
            9/10
            "
"Incredibles 2","Quinoa1984","25 June 2018","Yes, it lacks the gigantic heart of the first movie (or the rather adult conflict within the family unit; here, Bob kinda feels like 'damn Im emasculated by my wife' for a scene and a half, but then thats dropped because Super-Baby, who is never not funny and steals the show in a fight with a raccoon, takes center stage in the sub-plot), but so what? Brad Bird is 5 for 6 (and even the weakest one is still pretty good), and shows why he's one of the vital comedy/action filmmakers around. I also dug how for a few scenes this kind of turned into hypnosis-laden V for Vendetta for kids (when it is already a bit like Fantastic Four meets Watchmen for kids).I kept wondering who the voice of Eleanor was; when I saw in the credits it's Catherine Keener, it suddenly makes sense why the character for the first two thirds of the movie moves exactly like Keener does. I also found there's a point Elastigirl and Eleanor have a conversation about gender roles and it suddenly occurred to me, ""wait... This is happening in *this* movie? Will anyone point to this movie being woke as a heart attack?","
            10/10
            "
"Incredibles 2","colewaters","24 June 2018","Incredibles 2 was incredible. I have been waiting for 14 years and it was worth the waitParents there are sequences of flashing lights that could start seizures","
            8/10
            "
"Incredibles 2","Rectangular_businessman","23 September 2020","Honestly? I think this sequel was fine. Maybe the wait was way too long, but personally, this didn't disappoint my expectations. It was fun and clever, maybe not as impressive as the original, but it was a pretty decent follow-up.I just hope I don't have to wait another 14 years for a third part. That is just simply too much, and there are already too many Cars sequels and spin-offs, so maybe Pixar can give some more love to The Incredibles now, right?","
            5/10
            "
"Incredibles 2","Floated2","24 September 2019","The original Incredibles movie released in 2004 was fresh, exciting and uniquely different from other animated films at the time. Of course now with this sequel being 14 years later, the animation is just as great if not better but the overall film isn't as good and entertaining. Having not remembering too much detail about the original film was remember enjoying it and thinking it was special, this film is a letdown.Not as great action, humor isn't as good and the plot is somewhat bland and has too much of a focus of Elastigrl being the major focus instead of the entire family. Also it is entirely predictable and the basic setup has been done many times before. It was very obvious from the beginning that it was a setup and that either Winston or Evelyn (or both) we're simply using Elestigirl, and that they were the villains. As it turned out it was only Evelyn.The baby having a unique set of powers was a nice touch but that camera little late. Although this film isn't that long (less than 1hr 50mins excluding end credits) it feels as if it drags on.Overall, for a highly anticipated film to have waited 14 years to be released, it was disappointing. The studios waited too long. Given the huge box office success, we hope the third film won't be as long to be released.","
            8/10
            "
"Incredibles 2","davispittman","25 June 2018","I am a big fan of the first incredibles film, one of my favorite animated features. It was very well made, and many of the good things they did in the first film is in this one too. I loved the chemistry between all the characters... the same great chemistry from the first. The actors all did great jobs with the voicing of the characters. Helen Parr/Elastagirl really shines here, she is the main focal point throughout the majority of the film, and I was glad she was because its so entertaining to see Helen kick butt, and it was fun to see Bob/mr incredible have to stay home and try his best alone with the kids. Being alone with them proves very hard, especially when Jack Jack starts experimenting with his powers... Which leads to some very funny moments. The villain was voiced well (Catherine Keener), this is a spoiler but honestly I could who the villain was early on... I think Evelyn was a pretty good villain, not the best I've seen but still pretty good. The first incredibles is nearly impossible to live up to completely... and this sequel doesn't but its still a really good film and a worthy sequel. 8/10 for Incredibles 2.","
            9/10
            "
"Incredibles 2","baroncoco","26 October 2018","Yes, the story is predictable (part of it, anyway) and yes, the animation is a bit odd-why does everyone look sunburnt?-but everything else, and it's a lot, is brilliant.
The people who hated it were likely very young for the first one, and no sequel would make them happy. They're just wrong: if only for the B stories, it's fantastic.","
            8/10
            "
"Incredibles 2","benjamincallinicos","19 November 2018","While Pixar may have been slipping up in recent years with films like the Good Dinosaur and Brave, this sequel felt so fresh and they only reused two jokes from the original film. I had a great time watching it and the family was just perfect from start to finish with Frozone along for the ride.I loved all the moments where Bob has to look after the kids as that was so relate-able and really made you understand how parenthood works. Finding out that Jack-Jack had powers was really hilarious to watch and watching Edna Mode bond with him really took the cake.The whole villain while really tightly woven in, was not so good. The villain was really cleverly revealed but I could see it coming a mile off. It was a bit predictable, it's something that we've seen a million times before.But once again, this sequel was passable thanks to the really funny dynamic between the whole family we've grown to love. Was it worth the wait? I don't really know but it's hard to hate it.","
            7/10
            "
"Incredibles 2","trw-98462","22 June 2018","Having grown up in the 2000s and being an advid fan of animation and superheroes, I'd be lying if I told you that I wasn't entranced by Disney Pixar's Incredibles from 2004. Fast forward fourteen years and I found myself sitting in a movie theatre with a bunch of other twenty year olds excitedly waiting to watch its sequel. But was Incredibles 2 able to reach the high bar set by its predecessor?I'd personally say yes. This movie was an incredible success!I just love how Incredibles is able to expertly mix superhero action with the struggles faced by your average family. When they're not fighting crime, the members of the Parr family find themselves dealing with basic human predicaments, like trying to raise a baby and figuring out how to do math homework. These two genres may not seem compatible on paper, but Incredibles is just able to make it work. This results in Incredibles being a truly unique feature.Of course originality alone isn't enough to make a film great, especially if the writers are unable to compose a comprehensible story for their film. Thankfully, the plot of Incredibles 2 was able to exceed the basic fundamental requirements of storytelling, especially for a superhero film. Yes, the plot is somewhat predictable and it is honestly quite simplistic at its core. Nonetheless, the story is executed quite well, and there are relatively no plot holes present in the movie. Although the story is fine, what I found to be a major highlight of the film would definitely be the characters, specifically the protagonists.Each of the main characters added their own little flair to the movie. Helen takes the spotlight for a decent portion of the film, and viewers got to see her awesome crime fighting abilities as Elastigirl. Violet was pretty amazing in this movie. She went through development as a person, as a superhero, and had some pretty hilarious moments like when she squirted water out of her nose. Dash also showed some character growth in the film and he ended up being an enjoyable presence. When it comes to Bob, I do wish that the creators would have showed off his prowess as Mr. Incredible a bit more in the film. But since he got some enjoyable scenes as a stressed dad trying to take care of his children and was the primary focus of the first movie, it didn't bother me too much.The biggest surprise for me ended up being how great I found the Jack-Jack scenes to be. I couldn't believe how entertained I was by the antics of a baby in a movie, and he actually wound up being one of the most memorable parts of the film for me. Returning characters like Frozone and Edna maintained their charm from the previous movie, and some of the new characters ended up being pretty decent as well.I simply can't finish this review without talking about the breathtaking aesthetics of the film. The animators really outdid themselves with the movie's technical aspects. Expressions, movements, and scenery were impressively well animated, and the visuals have set a new standard for animated movies. Of course, this is to be expected. The creators did have a solid fourteen years to make this film as spectacular as possible you know.Overall, I was genuinely satisfied with Incredibles 2. It maintained the quality of the first film and even surpassed it in some aspects. Pixar did a lot of things right with this movie. And if you're unsure of whether or not to watch it because ""it's for kids,"" I would wholeheartedly recommend giving this movie a shot. I doubt that you'll be dissapointed by it. It is a pretty incredible movie after all.","
            2/10
            "
"Incredibles 2","corpse_man","20 June 2018","First of all, this movie is nothing but a giant piece of propaganda. I was a huge fan of the original Incredibles, and it's quite sad to see this new film reduced to nothing more than a means to push radical neo feminist ideologies.To summarize the plot, it's basically about how Elastigirl is a more competent superhero than Mr Incredible, and so she gets chosen to be the face of the new superhero resurgence, while Mr incredible stays at home and looks after the kids. Not surprisingly, the movie emphasizes how poorly Mr incredible is at handling his new duties at home. The main message of this movie is that Elastigirl is just as good or better than Mr Incredible at superhero work, while Mr Incredible is vastly inferior at taking care of the kids and home life in general. So basically, he is just all around inferior to her. Or let's just say it out loud, Men are inferior to women. That is the real message of the film. Ironically, it was actually released right before FATHERS DAY!!!Now if so many other movies were not packed with the same sort of blatant propaganda recently, I could probably just right it off as part of the plot, or just originality or whatever, but since almost every big budget movie recently is so full of similar plot lines, it's quite clear what it really is. PROPAGANDA.In the original Incredibles movie, Elastigirl and Mr Incredible were equals. They both had strengths and weaknesses, and in the end she ended up saving him. I loved that movie. It was about a loving family and about equal partnership. This new movie however, Mr Incredible and Elastigirl are not even close to being equals. he is completely incompetent and demasculinized, while she is vastly superior at pretty much everything. AS I stated previously, this fits in with the modern trend of movies, which seems to not only put Women in postions of power (which is great) but also seems to greatly emphasize their superiority over men. This needs to stop. Especially on a movie released just before fathers day. Like seriously?WE are basically telling our children they don't need fathers and don't need to listen to their fathers or respect them, because they are just completely incompetent, second rate people. I would NOT let my children watch this movie!","
            4/10
            "
